BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
,0,,,,,,soil horizon,,horizonte del suelo,horizonte do solo,,fao,,
,0,,,,,,soil information modelling,,modelado de información del suelo,modelagem de informações do solo,,fao,,
,0,,,,,,soil information system,,sistema de información del suelo,sistema de informação do solo,,fao,,
,0,,,,,,soil injector,,inyector de suelo,injetor de solo,,fao,,
,0,,,,,,soil intake rate,,tasa de ingesta del suelo,taxa de ingestão de solo,,fao,,
,0,,,,,,soil layer,,capa de suelo,camada de solo,,fao,,
,0,,,,,,soil line,,línea de suelo,linha do solo,,fao,,
,0,,,,,,soil loosening,,aflojamiento del suelo,afrouxamento do solo,,fao,,
,0,,,,,,soil loss estimation model for south africa,,modelo de estimación de pérdida de suelo para Sudáfrica,modelo de estimativa de perda de solo para a África do Sul,,fao,,
,0,,,,,,soil management,,manejo del suelo,manejo do solo,,fao,,
,0,,,,,,soil map,,mapa del suelo,mapa do solo,,fao,,
,0,,,,,,soil map of the world,,mapa de suelos del mundo,mapa do solo do mundo,,fao,,
,0,,,,,,soil mapping,,mapeo del suelo,mapeamento do solo,,fao,,
,0,,,,,,soil mapping unit,,unidad de mapeo de suelos,unidade de mapeamento de solo,,fao,,
,0,,,,,,soil mellowing,,suavizando el suelo,amadurecimento do solo,,fao,,
,0,,,,,,soil moisture availability,,disponibilidad de humedad del suelo,disponibilidade de umidade do solo,,fao,,
,0,,,,,,soil moisture balance,,equilibrio de humedad del suelo,equilíbrio de umidade do solo,,fao,,
,0,,,,,,soil moisture box,,caja de humedad del suelo,caixa de umidade do solo,,fao,,
,0,,,,,,soil moisture deficiency,,deficiencia de humedad del suelo,deficiência de umidade do solo,,fao,,
,0,,,,,,soil moisture deficit,,déficit de humedad del suelo,déficit de umidade do solo,,fao,,
,0,,,,,,soil moisture depletion,,agotamiento de la humedad del suelo,esgotamento da umidade do solo,,fao,,
,0,,,,,,soil moisture potential,,potencial de humedad del suelo,potencial de umidade do solo,,fao,,
,0,,,,,,soil moisture regime,,régimen de humedad del suelo,regime de umidade do solo,,fao,,
,0,,,,,,soil moisture reserves,,reservas de humedad del suelo,reservas de umidade do solo,,fao,,
,0,,,,,,soil moisture storage capacity,,capacidad de almacenamiento de humedad del suelo,capacidade de armazenamento de umidade do solo,,fao,,
,0,,,,,,soil moisture tension,,tensión de humedad del suelo,tensão de umidade do solo,,fao,,
,0,,,,,,soil morphology,,morfología del suelo,morfologia do solo,,fao,,
,0,,,,,,soil of good tilth,,suelo de buena labranza,solo de boa lavoura,,fao,,
,0,,,,,,soil order,,orden del suelo,ordem do solo,,fao,,
,0,,,,,,soil organic c sequestration,,secuestro de carbono orgánico en el suelo,sequestro c orgânico do solo,,fao,,
,0,,,,,,soil organic carbon,,carbono orgánico del suelo,carbono orgânico do solo,,fao,,
,0,,,,,,soil organic carbon modelling,,Modelización del carbono orgánico del suelo.,modelagem de carbono orgânico do solo,,fao,,
,0,,,,,,soil pan,,bandeja de tierra,panela de solo,,fao,,
,0,,,,,,soil particle,,partícula del suelo,partícula do solo,,fao,,
,0,,,,,,soil pest,,plaga del suelo,praga do solo,,fao,,
,0,,,,,,soil ph,,ph del suelo,ph do solo,,fao,,
,0,,,,,,soil phase,,fase del suelo,fase do solo,,fao,,
,0,,,,,,soil pit,,pozo de tierra,poço de solo,,fao,,
,0,,,,,,soil plasticity,,plasticidad del suelo,plasticidade do solo,,fao,,
,0,,,,,,soil poisoning,,envenenamiento del suelo,envenenamento do solo,,fao,,
,0,,,,,,soil pollution,,la contaminación del suelo,Poluição do solo,,fao,,
,0,,,,,,soil porosity,,porosidad del suelo,porosidade do solo,,fao,,
,0,,,,,,soil property mapping,,mapeo de propiedades del suelo,mapeamento de propriedades do solo,,fao,,
,0,,,,,,soil rake,,rastrillo de suelo,ancinho de solo,,fao,,
,0,,,,,,soil redistribution rate,,tasa de redistribución del suelo,taxa de redistribuição do solo,,fao,,
,0,,,,,,soil region,,región del suelo,região do solo,,fao,,
,0,,,,,,soil rehabilitation,,rehabilitación de suelos,reabilitação do solo,,fao,,
,0,,,,,,soil rent,,alquiler del suelo,aluguel do solo,,fao,,
,0,,,,,,soil rental,,alquiler de suelo,aluguel de solo,,fao,,
,0,,,,,,soil residue,,residuos del suelo,resíduo de solo,,fao,,
,0,,,,,,soil resource inventory,,inventario de recursos del suelo,inventário de recursos do solo,,fao,,
,0,,,,,,soil salinity,,salinidad del suelo,salinidade do solo,,fao,,
,0,,,,,,soil salinization,,salinización del suelo,salinização do solo,,fao,,
,0,,,,,,soil sample,,muestra de suelo,Amostra de solo,,fao,,
,0,,,,,,soil sampler,,muestreador de suelo,amostrador de solo,,fao,,
,0,,,,,,soil sampling,,muestreo de suelo,amostragem de solo,,fao,,
,0,,,,,,soil sanding,,lijado del suelo,lixamento do solo,,fao,,
,0,,,,,,soil saturation,,saturación del suelo,saturação do solo,,fao,,
,0,,,,,,soil scanner,,escáner de suelo,scanner de solo,,fao,,
,0,,,,,,soil scarification,,escarificación del suelo,escarificação do solo,,fao,,
,0,,,,,,soil screw auger,,barrena de tornillo para suelo,parafuso sem-fim para solo,,fao,,
,0,,,,,,soil sealing,,sellado del suelo,impermeabilização do solo,,fao,,
,0,,,,,,soil separate,,suelo separado,solo separado,,fao,,
,0,,,,,,soil series,,serie de suelos,série de solo,,fao,,
,0,,,,,,soil shredder,,trituradora de suelo,triturador de solo,,fao,,
,0,,,,,,soil sifter,,tamiz de suelo,peneira de solo,,fao,,
,0,,,,,,soil skeleton,,esqueleto del suelo,esqueleto do solo,,fao,,
,0,,,,,,soil sodification,,sodificación del suelo,sodificação do solo,,fao,,
,0,,,,,,soil solution,,solución del suelo,solução do solo,,fao,,
,0,,,,,,soil spatial variation,,variación espacial del suelo,variação espacial do solo,,fao,,
,0,,,,,,soil stabiliser,,estabilizador de suelo,estabilizador de solo,,fao,,
,0,,,,,,soil stability,,estabilidad del suelo,estabilidade do solo,,fao,,
,0,,,,,,soil stabilization,,estabilización del suelo,estabilização do solo,,fao,,
,0,,,,,,soil sterilization,,esterilización del suelo,esterilização do solo,,fao,,
,0,,,,,,soil stickiness,,pegajosidad del suelo,viscosidade do solo,,fao,,
,0,,,,,,soil subgroup,,subgrupo de suelo,subgrupo de solo,,fao,,
,0,,,,,,soil subunit,,subunidad del suelo,subunidade do solo,,fao,,
,0,,,,,,soil surface sealing,,sellado de la superficie del suelo,vedação da superfície do solo,,fao,,
,0,,,,,,soil survey,,estudio de suelos,levantamento de solo,,fao,,
,0,,,,,,soil survey manual,,manual de estudio de suelos,manual de levantamento de solo,,fao,,
,0,,,,,,soil suspension,,suspensión del suelo,suspensão do solo,,fao,,
,0,,,,,,soil temperature regime,,régimen de temperatura del suelo,regime de temperatura do solo,,fao,,
,0,,,,,,soil test,,prueba de suelo,teste de solo,,fao,,
,0,,,,,,soil texture,,textura de la tierra,textura do solo,,fao,,
,0,,,,,,soil texture classification system,,sistema de clasificación de textura del suelo,sistema de classificação de textura do solo,,fao,,
,0,,,,,,soil triangular diagram,,diagrama triangular del suelo,diagrama triangular do solo,,fao,,
,0,,,,,,soil turnover,,renovación del suelo,renovação do solo,,fao,,
,0,,,,,,soil type,,tipo de suelo,tipo de solo,,fao,,
,0,,,,,,soil undermining,,socavamiento del suelo,enfraquecimento do solo,,fao,,
,0,,,,,,soil unit,,unidad de suelo,unidade de solo,,fao,,
,0,,,,,,soil water movement,,movimiento del agua del suelo,movimento da água no solo,,fao,,
,0,,,,,,soil water retention,,retención de agua del suelo,retenção de água no solo,,fao,,
,0,,,,,,soil water tension,,tensión del agua del suelo,tensão da água no solo,,fao,,
,0,,,,,,soil-acting herbicide,,herbicida que actúa sobre el suelo,herbicida que atua no solo,,fao,,
,0,,,,,,soil-applied herbicide,,herbicida aplicado al suelo,herbicida aplicado no solo,,fao,,
,0,,,,,,soil-block pressing machine,,máquina prensadora de bloques de suelo,máquina de prensagem de bloco de solo,,fao,,
,0,,,,,,soil-creep,,arrastramiento del suelo,rastejamento do solo,,fao,,
,0,,,,,,soil-less culture,,cultivo sin suelo,cultura sem solo,,fao,,
,0,,,,,,soil-transmitted helminth infection,,Infección por helmintos transmitidos por el suelo,infecção por helmintos transmitida pelo solo,,fao,,
,0,,,,,,soil-transmitted worms,,gusanos transmitidos por el suelo,vermes transmitidos pelo solo,,fao,,
,0,,,,,,soilage crop,,cultivo de suelo,colheita de solo,,fao,,
,0,,,,,,soil–plant relations,,relaciones suelo-planta,relações solo-planta,,fao,,
,0,,,,,,status of the world’s soil resources,,Estado de los recursos del suelo en el mundo.,situação dos recursos do solo no mundo,,fao,,
,0,,,,,,steppe soil,,suelo de estepa,solo de estepe,,fao,,
,0,,,,,,structural weakness of soil,,debilidad estructural del suelo,fraqueza estrutural do solo,,fao,,
,0,,,,,,structured soil,,suelo estructurado,solo estruturado,,fao,,
,0,,,,,,structureless soil,,suelo sin estructura,solo sem estrutura,,fao,,
,0,,,,,,subsoil,,subsuelo,subsolo,,fao,,
,0,,,,,,subsoil drainage,,drenaje del subsuelo,drenagem do subsolo,,fao,,
,0,,,,,,subsoiler,,subsolador,subsolador,,fao,,
,0,,,,,,subsoiling,,subsolado,subsolagem,,fao,,
,0,,,,,,sulfidic soil material,,material de suelo sulfuroso,material de solo sulfídico,,fao,,
,0,,,,,,systematic soil survey,,estudio sistemático del suelo,levantamento sistemático do solo,,fao,,
,0,,,,,,szik soil,,suelo szik,solo úmido,,fao,,
,0,,,,,,target soil loss,,pérdida de suelo objetivo,perda de solo alvo,,fao,,
,0,,,,,,tephric soil material,,material de suelo tefrico,material de solo téfrico,,fao,,
,0,,,,,,thermic soil temperature regime,,régimen térmico de temperatura del suelo,regime térmico de temperatura do solo,,fao,,
,0,,,,,,tolerable soil loss,,pérdida de suelo tolerable,perda tolerável de solo,,fao,,
,0,,,,,,topsoil,,capa superficial del suelo,solo superficial,,fao,,
,0,,,,,,torric soil moisture regime,,régimen de humedad del suelo tórico,regime de umidade do solo tórico,,fao,,
,0,,,,,,total soil carbon,,carbono total del suelo,carbono total do solo,,fao,,
,0,,,,,,transported soil,,suelo transportado,solo transportado,,fao,,
,0,,,,,,truncated soil,,suelo truncado,solo truncado,,fao,,
,0,,,,,,udic soil moisture regime,,régimen de humedad del suelo údico,regime de umidade do solo údico,,fao,,
,0,,,,,,ultramafic soil,,suelo ultramáfico,solo ultramáfico,,fao,,
,0,,,,,,universal soil loss equation,,ecuación universal de pérdida de suelo,equação universal de perda de solo,,fao,,
,0,,,,,,ustic soil moisture regime,,régimen de humedad del suelo rústico,regime de umidade do solo rústico,,fao,,
,0,,,,,,vertical soil property,,propiedad vertical del suelo,propriedade vertical do solo,,fao,,
,0,,,,,,waterlogged soil,,suelo anegado,solo encharcado,,fao,,
,0,,,,,,weakly developed soil,,suelo débilmente desarrollado,solo pouco desenvolvido,,fao,,
,0,,,,,,well developed soil,,suelo bien desarrollado,solo bem desenvolvido,,fao,,
,0,,,,,,wet meadow soil,,suelo de pradera húmeda,solo de prado úmido,,fao,,
,0,,,,,,wet soil,,Tierra húmeda,solo úmido,,fao,,
,0,,,,,,world soil resources report,,informe sobre los recursos mundiales del suelo,relatório mundial sobre recursos do solo,,fao,,
,0,,,,,,xeric soil moisture regime,,régimen de humedad del suelo xérico,regime de umidade do solo xérico,,fao,,
,0,,,,,,yellow podzolic soil,,suelo podzólico amarillo,solo podzólico amarelo,,fao,,
,0,,,,,,yellow soil,,suelo amarillo,solo amarelo,,fao,,
,0,,,,,,yellow-grey soil,,suelo gris amarillento,solo amarelo-cinza,,fao,,
,0,,,,,,yellowish brown lateritic soil,,suelo laterítico marrón amarillento,solo laterítico marrom amarelado,,fao,,
,0,,,,,,young soil,,suelo joven,solo jovem,,fao,,
,0,,,,,,zonal soil,,suelo zonal,solo zonal,,fao,,
,0,,,,,,soil fertility and site productivity survey,,estudio de fertilidad del suelo y productividad del sitio,fertilidade do solo e levantamento da produtividade do local,,fao,,
,0,,,,,,subsoil irrigation,,riego del subsuelo,irrigação do subsolo,,fao,,
,0,,,,,,soil nutrient imbalance,,desequilibrio de nutrientes del suelo,desequilíbrio de nutrientes do solo,,fao,,
,0,,,,,,soil nutrient mining,,minería de nutrientes del suelo,mineração de nutrientes do solo,,fao,,
,0,,,,,,somatic cell embryogenesis,,embriogénesis de células somáticas,embriogênese de células somáticas,,fao,,
,0,,,,,,business sustainability,,sostenibilidad empresarial,sustentabilidade empresarial,,fao,,
,0,,,,,,country with average debt sustainability,,país con una sostenibilidad de la deuda media,país com sustentabilidade média da dívida,,fao,,
,0,,,,,,evaluation of sustainability for its response-inducing capacity,,evaluación de la sostenibilidad por su capacidad inductora de respuestas,avaliação da sustentabilidade pela sua capacidade de indução de resposta,,fao,,
,0,,,,,,exploited within the limits of biological sustainability,,explotado dentro de los límites de la sostenibilidad biológica,explorados dentro dos limites da sustentabilidade biológica,,fao,,
,0,,,,,,"initiative for sustainability, stability and security",,"iniciativa para la sostenibilidad, la estabilidad y la seguridad","iniciativa para a sustentabilidade, estabilidade e segurança",,fao,,
,0,,,,,,journey towards sustainability,,viaje hacia la sostenibilidad,jornada em direção à sustentabilidade,,fao,,
,0,,,,,,method of sustainability evaluation due to its response-inducing capacity,,método de la evaluación de la sostenibilidad por su capacidad inductora de respuestas,método de avaliação da sustentabilidade devido à sua capacidade indutora de resposta,,fao,,
,0,,,,,,mutual compensation in terms of sustainability,,compensaciones recíprocas en materia de sostenibilidad,compensação mútua em termos de sustentabilidade,,fao,,
,0,,,,,,stock (of fish) exploited at a maximum sustainable level,,población (de peces) explotada a un nivel de sostenibilidad máximo,estoque (de peixes) explorado em um nível máximo sustentável,,fao,,
,0,,,,,,sustainability certification system,,sistema de certificación de la sostenibilidad,sistema de certificação de sustentabilidade,,fao,,
,0,,,,,,carbon isotope ratio mass spectrometry,,espectrometría de masas de relación de isótopos de carbono,espectrometria de massa de razão isotópica de carbono,,fao,,
,0,,,,,,inductively coupled plasma - atomic emission spectrometry,,plasma acoplado inductivamente - espectrometría de emisión atómica,plasma indutivamente acoplado - espectrometria de emissão atômica,,fao,,
,0,,,,,,inductivity coupled plasma emission spectrometry,,espectrometría de emisión de plasma acoplado por inductividad,espectrometria de emissão de plasma acoplada por indutividade,,fao,,
,0,,,,,,electron spin resonance spectroscopy,,espectroscopia de resonancia de espín electrónico,espectroscopia de ressonância de spin eletrônico,,fao,,
,0,,,,,,fourier-transform infrared spectroscopy,,espectroscopía infrarroja por transformada de Fourier,espectroscopia infravermelha com transformada de Fourier,,fao,,
,0,,,,,,statistical survival analysis of fish,,análisis estadístico de supervivencia de peces,análise estatística de sobrevivência de peixes,,fao,,
,0,,,,,,(soil) protection techniques against erosion,,técnicas de protección (del suelo) contra la erosión,técnicas de proteção (do solo) contra a erosão,,fao,,
,0,,,,,,Potentially acid sulfate soil,,suelo potencialmente de sulfato ácido,Solo potencialmente sulfato ácido,,fao,,
,0,,,,,,Soil loss assessment model for southern Africa,,modelo de evaluación de la pérdida de suelo para el áfrica austral,Modelo de avaliação de perda de solo para a África Austral,,fao,,
,0,,,,,,above ground carbon,,carbono por encima del suelo,carbono acima do solo,,fao,,
,0,,,,,,accommodation with sloping floor,,alojamiento con suelo en pendiente,acomodação com piso inclinado,,fao,,
,0,,,,,,activity deposited in the ground,,actividad depositada en el suelo,atividade depositada no solo,,fao,,
,0,,,,,,adverse land use,,uso adverso del suelo,uso adverso da terra,,fao,,
