sectors,keyword_en,keyword_es,keyword_pt
Transversal,beggiatoales,beggiatoales,beggiatoales
Forestal,deforestation,deforestación,desmatamento
Agro,bergamots,bergamotas,bergamota
Energía,biogas plant maintaining,mantenimiento de plantas de biogás.,manutenção de planta de biogás
Transversal,bio-based chemical,producto químico de base biológica,produto químico de base biológica
Transversal,bio-based composite,compuesto de base biológica,compósito de base biológica
Transversal,bio-based fertiliser,fertilizante de base biológica,fertilizante de base biológica
Transversal,bio-based industry,industria de base biológica,indústria de base biológica
Transversal,bio-based material,material de base biológica,material de base biológica
Transversal,bio-based product,producto de base biológica,produto de base biológica
Transversal,bio-based products,productos de base biológica,produtos de base biológica
Energía,bio-butanol,biobutanol,bio-butanol
Energía,bio-catalyst,biocatalizador,biocatalisador
Energía,bio-char,biocarbón,bio-char
Transversal,bio-chemistry,bioquímica,bioquímica
Transversal,bio-conversion,bioconversión,bioconversão
Energía,bio-crude,bio-crudo,bio-bruto
Energía,bio-crude,bio-crudo,bio-bruto
Transversal,bio-degradable bag,bolsa biodegradable,saco biodegradável
Transversal,bio-degradation,biodegradación,biodegradação
Energía,bio-diesel,biodiesel,biodiesel
Energía,bio-diesel production,producción de biodiesel,produção de biodiesel
Transversal,bio-drying,biosecado,bio-secagem
Transversal,bio-economy,bioeconomía,bioeconomia
Energía,bio-ethanol,bioetanol,bioetanol
Energía,bio-ethanol production,producción de bioetanol,produção de bioetanol
Transversal,bio-fertiliser,biofertilizante,biofertilizante
Transversal,bio-fertilizer,biofertilizante,biofertilizante
Transversal,bio-film,biopelícula,biofilme
Transversal,bio-filter,biofiltro,biofiltro
Transversal,bio-fuel,biocombustible,biocombustível
Forestal,forest degradation_1,degradación forestal_1,degradação florestal_1
Forestal,forest transition_1,transición forestal,transição florestal_1
Agro,soil biological fertility,fertilidad biológica del suelo,fertilidade biológica do solo
Agro,soil conservation agriculture,agricultura de conservación del suelo,agricultura de conservação do solo
Energía,bio-fuel production,producción de biocombustibles,produção de biocombustíveis
Energía,bio-gas,biogás,biogás
Energía,operate biogas plant,operar planta de biogás.,operar planta de biogás
Agro,soil life,vida del suelo,vida do solo
Agro,soil maps,mapa edafológico,mapas de solo
Energía,bio-gas production,producción de biogás,produção de biogás
Energía,bio-gasoline,biogasolina,biogasolina
Energía,bio-hydrogen,biohidrógeno,bio-hidrogênio
Agro,soil resources,recursos de suelos,recursos do solo
Agro,soil sciences,edafología de los suelos,ciências do solo
Energía,bio-hydrogen production,producción de biohidrógeno,produção de biohidrogênio
Energía,bio-hythane,biohitano,bio-hitano
Energía,bio-lubricant,biolubricante,biolubrificante
Transversal,bio-manufacture,biofabricación,biofabricação
Transversal,bio-manufacturing,biofabricación,biofabricação
Energía,bio-methane,biometano,biometano
Energía,bio-oil,bio-aceite,Bio-óleo
Agro,hotspot of agrobiodiversity,hotspot de agrobiodiversidad,hotspot de agrobiodiversidade
Agro,bio-pesticide,bioplaguicida,biopesticida
Biotecnología,bio-plastic,bioplástico,bioplástico
Transversal,bio-polymer,biopolímero,biopolímero
Transversal,bio-process,bioproceso,bioprocesso
Transversal,bio-product,bioproducto,bioproduto
Energía,bio-reactor,biorreactor,biorreator
Energía,bio-reactor landfill,vertedero de biorreactores,aterro de biorreator
Energía,bio-recover,bio-recuperación,bio-recuperação
Transversal,bio-refinery,biorefinería,biorrefinaria
Forestal,sustainable community forestry,silvicultura comunitaria sostenible,silvicultura comunitária sustentável
Transversal,bio-remediation,biorremediación,biorremediação
Transversal,bio-sorption,biosorción,biossorção
Agro,sustainable intensive agriculture,agricultura intensiva sostenible,agricultura intensiva sustentável
Agro,sustainable management of soil organic matter,gestión sostenible de la materia orgánica del suelo.,gestão sustentável da matéria orgânica do solo
Transversal,bio-surfactant,biosurfactante,bio-surfactante
Transversal,bio-synthesis,biosíntesis,biossíntese
Transversal,bio-transformation,biotransformación,biotransformação
Transversal,bioaccumulation,bioacumulación,bioacumulação
Transversal,technological change,cambio tecnológico,mudança tecnológica
Agro,biobased chemical,producto químico de base biológica,produto químico de base biológica
Agro,biobased composite,compuesto de base biológica,compósito de base biológica
Agro,biobased economy,economía de base biológica,economia de base biológica
Agro,biobased fertiliser,fertilizante de base biológica,fertilizante de base biológica
Agro,biobased industry,industria de base biológica,indústria de base biológica
Agro,biobased material,material de base biológica,material de base biológica
Agro,biobased product,producto de base biológica,produto de base biológica
Energía,biobutanol,biobutanol,biobutanol
Transversal,biocatalyst,biocatalizador,biocatalisador
Transversal,biochemical genetics,genetica bioquimica,genética bioquímica
Transversal,biochemical oxygen demand,demanda bioquimica de oxigeno,Demanda de oxigênio bioquímico
Transversal,biochemical phenomena,fenomenos bioquimicos,fenômenos bioquímicos
Transversal,bioclimatology,bioclimatologia,bioclimatologia
Transversal,biocompatible materials,materiales biocompatibles,materiais biocompatíveis
Transversal,bioconversion,bioconversión,bioconversão
Energía,biocrude,biocrudo,biocrude
Energía,biocrude,biocrudo,biocrude
Forestal,tropical forests,bosque y selva tropicales,As florestas tropicais
Transversal,biodegradable bag,bolsa biodegradable,saco biodegradável
Transversal,biodegradation,biodegradacion,biodegradação
Energía,biodiesel production,producción de biodiésel,produção de biodiesel
Transversal,biodiversity footprint hotspots,puntos críticos de huella de biodiversidad,hotspots de pegada de biodiversidade
Transversal,biodiversity intactness index,índice de integridad de la biodiversidad,índice de integridade da biodiversidade
Agro,biodrying,biosecado,biosecagem
Transversal,bioemulsifiers,bioemulsificantes,bioemulsionantes
Transversal,bioemulsions,bioemulsiones,bioemulsões
Energía,bioethanol,bioetanol,bioetanol
Residuos,waste water,agua residual,águas residuais
Agro,biofertiliser,biofertilizante,biofertilizante
Agro,biofertilizer,biofertilizante,biofertilizante
Transversal,biofilter,biofiltro,biofiltro
Energía,biogas,biogas,biogás
Energía,biogas,biogás,biogás
Energía,biogas production,producción de biogás,produção de biogás
Energía,biogasoline,biogasolina,biogasolina
Energía,biogenesis,biogenesis,biogênese
Energía,biogenic volatile organic compounds,compuestos orgánicos volátiles biogénicos,compostos orgânicos voláteis biogênicos
Transversal,biogeography,biogeografia,biogeografia
Transversal,biogravitation,biogravitacion,biogravitação
Transversal,biohythane,biohitano,bioitano
Transversal,bioinstrumentation,bioinstrumentacion,bioinstrumentação
Transversal,biological adaptation,adaptacion biologica,adaptação biológica
Transversal,biological balance,equilibrio biologico,equilíbrio biológico
Transversal,biological factors,factores biologicos,fatores biológicos
Transversal,biological pest control,control biologico de plagas,controle biológico de pragas
Agro,agricultural companies,empresas agricolas,empresas agrícolas
Agro,agricultural cooperatives,cooperativas agricolas,cooperativas agrícolas
Agro,agricultural development,desarrollo agricola,desenvolvimento agrícola
Agro,agricultural economy,economia agricola,economia agrícola
Transversal,biological phenomena,fenomenos biologicos,fenômenos biológicos
Transversal,biological products,productos biologicos,produtos biológicos
Agro,agricultural planning,planificacion agricola,planejamento agrícola
Energía,biogas plant,planta de biogás,planta de biogás
Agro,agricultural potential,potencial agricola,potencial agrícola
Agro,agricultural production,produccion agricola,produção agrícola
Agro,agricultural projects,proyectos agricolas,projetos agrícolas
Agro,agricultural regions,regiones agricolas,regiões agrícolas
Agro,agricultural residuals,residuos agricolas,resíduos agrícolas
Transversal,biological regeneration,regeneracion biologica,regeneração biológica
Agro,agricultural services,servicios agricolas,serviços agrícolas
Agro,agricultural systems,sistemas agricolas,sistemas agrícolas
Agro,agricultural technology,tecnologia agricola,tecnologia agrícola
Agro,agriculture for export,agricultura para la exportacion,agricultura para exportação
Agro,agriculture. feeding,agricultura. alimentación,agricultura. alimentando
Agro,agrobusiness operation,explotacion agricola,operação do agronegócio
Agro,agroindustrial complexes,complejos agroindustriales,complexos agroindustriais
Agro,agronomic engineering,ingenieria agronomica,engenharia agronômica
Agro,agronomic r&d,i+d agronomica,pesquisa e desenvolvimento agronômico
Agro,agronomists,agronomos,agrônomos
Agro,agronomists,ingenieros agronomos,agrônomos
Agro,agronomy,agronomia,agronomia
Transversal,biological resources,recursos biologicos,recursos biológicos
Transversal,biological samples,muestras biologicas,amostras biológicas
Transversal,biological sciences,ciencias biológicas,Ciências Biológicas
Transversal,biological surveys,encuestas biologicas,pesquisas biológicas
Transversal,biological therapy,terapia biologica,terapia biológica
Transversal,biological transport,transporte biologico,transporte biológico
Transversal,biological treatment facility,instalación de tratamiento biológico,instalação de tratamento biológico
Transversal,biologists,biologos,biólogos
Transversal,biology,biologia,biologia
Energía,biolubricant,biolubricante,biolubrificante
Transversal,biomanufacture,biofabricación,biofabricação
Transversal,biomass briquettes,briquetas de biomasa,briquetes de biomassa
Transversal,biomass concentration,concentración de biomasa,concentração de biomassa
Transversal,biomass disposal,eliminación de biomasa,eliminação de biomassa
